Unnamed: 0,pj_alias,status,pj_github_url,corrected_pj_github_url,pj_github_api_url,correct_url_found,ratio_of_duplicate_prs,total_prs,duplicate_prs
244,vxquery,1,https://github.com/apache/VXQuery,https://github.com/apache/VXQuery,https://api.github.com/repos/apache/VXQuery,TRUE,0,10,0
245,webwork2,1,https://github.com/openwebwork/webwork2,https://github.com/openwebwork/webwork2,https://api.github.com/repos/openwebwork/webwork2,TRUE,0,35,0
246,whirr,1,https://github.com/apache/Whirr,https://github.com/apache/Whirr,https://api.github.com/repos/apache/Whirr,TRUE,0,4,0
247,wicket,1,https://github.com/apache/Wicket,https://github.com/apache/Wicket,https://api.github.com/repos/apache/Wicket,TRUE,0,8,0
248,wink,1,https://github.com/apache/Wink,https://github.com/apache/Wink,https://api.github.com/repos/apache/Wink,TRUE,0,2,0
249,woden,1,https://github.com/apache/Woden,https://github.com/wso2/wso2-axis2,https://api.github.com/repos/wso2/wso2-axis2,TRUE,0,1,0
250,xmlbeans,1,https://github.com/apache/XMLBeans,https://github.com/apache/XMLBeans,https://api.github.com/repos/apache/XMLBeans,TRUE,0,0,0
251,zeppelin,1,https://github.com/apache/Zeppelin,https://github.com/apache/Zeppelin,https://api.github.com/repos/apache/Zeppelin,TRUE,0.011494253,87,1
252,agila,2,https://github.com/apache/Agila,https://github.com/agilasverige/agilasverige_site,https://api.github.com/repos/agilasverige/agilasverige_site,TRUE,0,0,0
253,alois,2,https://github.com/apache/Alois,https://github.com/logintas/alois,https://api.github.com/repos/logintas/alois,TRUE,0,0,0
255,ariatosca,2,https://github.com/apache/AriaTosca,https://github.com/apache/incubator-ariatosca,https://api.github.com/repos/apache/incubator-ariatosca,TRUE,0,1,0
257,axion,2,https://github.com/apache/Axion,https://github.com/apache/ws-axiom,https://api.github.com/repos/apache/ws-axiom,TRUE,0,1,0
259,blur,2,https://github.com/apache/Blur,https://github.com/apache/incubator-retired-blur,https://api.github.com/repos/apache/incubator-retired-blur,TRUE,0,1,0
261,composer,2,https://github.com/apache/Composer,https://github.com/apache/openwhisk-composer,https://api.github.com/repos/apache/openwhisk-composer,TRUE,0,1,0
262,concerted,2,https://github.com/apache/Concerted,https://github.com/apache/incubator-retired-concerted,https://api.github.com/repos/apache/incubator-retired-concerted,TRUE,0,3,0
263,corinthia,2,https://github.com/apache/Corinthia,https://github.com/apache/incubator-retired-corinthia,https://api.github.com/repos/apache/incubator-retired-corinthia,TRUE,0,0,0
264,cotton,2,https://github.com/apache/Cotton,https://github.com/apache/incubator-retired-cotton,https://api.github.com/repos/apache/incubator-retired-cotton,TRUE,0,0,0
266,droids,2,https://github.com/apache/Droids,https://github.com/trickl/trickl-crawler,https://api.github.com/repos/trickl/trickl-crawler,TRUE,0,0,0
267,gearpump,2,https://github.com/apache/Gearpump,https://github.com/gearpump/gearpump,https://api.github.com/repos/gearpump/gearpump,TRUE,0,91,0
268,gossip,2,https://github.com/apache/Gossip,https://github.com/apache/incubator-retired-gossip,https://api.github.com/repos/apache/incubator-retired-gossip,TRUE,0,4,0
270,hdt,2,https://github.com/apache/incubator-retired-hdt,https://github.com/apache/incubator-retired-hdt,https://api.github.com/repos/apache/incubator-retired-hdt,TRUE,0,1,0
273,horn,2,https://github.com/apache/HORN,https://github.com/apache/incubator-retired-horn,https://api.github.com/repos/apache/incubator-retired-horn,TRUE,0,1,0
274,htrace,2,https://github.com/apache/incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace,https://api.github.com/repos/apache/incubator-retired-htrace,TRUE,0,5,0
276,iota,2,https://github.com/apache/iota,https://github.com/apache/incubator-retired-iota,https://api.github.com/repos/apache/incubator-retired-iota,TRUE,0,2,0
279,kalumet,2,https://github.com/apache/Kalumet,https://github.com/apache/Kalumet,https://api.github.com/repos/apache/Kalumet,TRUE,0,0,0
284,mrql,2,https://github.com/apache/MRQL,https://github.com/apache/incubator-retired-mrql,https://api.github.com/repos/apache/incubator-retired-mrql,TRUE,0,1,0
285,nmaven,2,https://github.com/apache/NMaven,https://github.com/apache/maven,https://api.github.com/repos/apache/maven,TRUE,0,60,0
286,npanday,2,https://github.com/apache/NPanday,https://github.com/apache/NPanday,https://api.github.com/repos/apache/NPanday,TRUE,0,1,0
287,odf,2,https://github.com/apache/ODFToolkit,https://github.com/apache/ODFToolkit,https://api.github.com/repos/apache/ODFToolkit,TRUE,0,3,0
289,openaz,2,https://github.com/apache/OpenAz,https://github.com/apache/incubator-retired-openaz,https://api.github.com/repos/apache/incubator-retired-openaz,TRUE,0,3,0
290,photark,2,https://github.com/apache/PhotArk,https://github.com/apache/PhotArk,https://api.github.com/repos/apache/PhotArk,TRUE,0,0,0
291,pirk,2,https://github.com/apache/Pirk,https://github.com/apache/incubator-retired-pirk,https://api.github.com/repos/apache/incubator-retired-pirk,TRUE,0,4,0
292,provisionr,2,https://github.com/apache/Provisionr,https://github.com/apache/incubator-retired-provisionr,https://api.github.com/repos/apache/incubator-retired-provisionr,TRUE,0,0,0
293,quickstep,2,https://github.com/apache/Quickstep,https://github.com/apache/incubator-retired-quickstep,https://api.github.com/repos/apache/incubator-retired-quickstep,TRUE,0,4,0
295,ripple,2,https://github.com/apache/Ripple,https://github.com/apache/incubator-retired-ripple,https://api.github.com/repos/apache/incubator-retired-ripple,TRUE,0,4,0
296,s4,2,https://github.com/apache/S4,https://github.com/apache/incubator-retired-s4,https://api.github.com/repos/apache/incubator-retired-s4,TRUE,0,0,0
297,sirona,2,https://github.com/apache/Sirona,https://github.com/apache/Sirona,https://api.github.com/repos/apache/Sirona,TRUE,0,2,0
298,slider,2,https://github.com/apache/Slider,https://github.com/apache/incubator-retired-slider,https://api.github.com/repos/apache/incubator-retired-slider,TRUE,0,6,0
301,tashi,2,https://github.com/apache/Tashi,https://github.com/apache/Tashi,https://api.github.com/repos/apache/Tashi,TRUE,0,2,0
305,wave,2,https://github.com/apache/Wave,https://github.com/apache/incubator-retired-wave,https://api.github.com/repos/apache/incubator-retired-wave,TRUE,0,2,0
307,xap,2,https://github.com/apache/XAP,https://github.com/xap/xap,https://api.github.com/repos/xap/xap,TRUE,0,20,0
308,xmlbeans-cxx,2,https://github.com/apache/XMLBeans/C++,https://github.com/apache/xmlbeans,https://api.github.com/repos/apache/xmlbeans,TRUE,0,0,0
309,yoko,2,https://github.com/apache/Yoko,https://github.com/apache/geronimo-yoko,https://api.github.com/repos/apache/geronimo-yoko,TRUE,0,0,0
310,zeta,2,https://github.com/apache/ZetaComponents,https://github.com/apache/ZetaComponents,https://api.github.com/repos/apache/ZetaComponents,TRUE,0,1,0
311,zipkin,2,https://github.com/apache/Zipkin,https://github.com/apache/Zipkin,https://api.github.com/repos/apache/Zipkin,TRUE,0,18,0
