Unnamed: 0,pj_alias,status,pj_github_url,corrected_pj_github_url,pj_github_api_url,correct_url_found,has_hard_fork,total_forks,total_hard_forks
188,pdfbox,1,https://github.com/apache/PDFBox,https://github.com/apache/PDFBox,https://api.github.com/repos/apache/PDFBox,TRUE,TRUE,614,6
189,phoenix,1,https://github.com/apache/Phoenix,https://github.com/apache/Phoenix,https://api.github.com/repos/apache/Phoenix,TRUE,TRUE,832,15
190,pig,1,https://github.com/apache/Pig,https://github.com/apache/Pig,https://api.github.com/repos/apache/Pig,TRUE,TRUE,401,6
191,pivot,1,https://github.com/apache/Pivot,https://github.com/apache/Pivot,https://api.github.com/repos/apache/Pivot,TRUE,FALSE,26,0
192,plc4x,1,https://github.com/apache/PLC4X,https://github.com/apache/PLC4X,https://api.github.com/repos/apache/PLC4X,TRUE,TRUE,176,5
193,pluto,1,https://github.com/apache/Pluto,https://github.com/apache/Pluto,https://api.github.com/repos/apache/Pluto,TRUE,FALSE,8,0
194,predictionio,1,https://github.com/apache/PredictionIO,https://github.com/apache/PredictionIO,https://api.github.com/repos/apache/PredictionIO,TRUE,TRUE,1975,6
195,pulsar,1,https://github.com/apache/Pulsar,https://github.com/apache/Pulsar,https://api.github.com/repos/apache/Pulsar,TRUE,TRUE,2481,18
196,qpid,1,https://github.com/apache/Qpid,https://github.com/apache/Qpid,https://api.github.com/repos/apache/Qpid,TRUE,FALSE,83,0
197,wookie,1,https://github.com/apache/Wookie,https://github.com/apache/Wookie,https://api.github.com/repos/apache/Wookie,TRUE,FALSE,8,0
198,ranger,1,https://github.com/apache/Ranger,https://github.com/apache/Ranger,https://api.github.com/repos/apache/Ranger,TRUE,TRUE,544,7
199,rat,1,https://github.com/apache/RAT,https://github.com/apache/creadur-rat,https://api.github.com/repos/apache/creadur-rat,TRUE,TRUE,24,2
200,rave,1,https://github.com/apache/Rave,https://github.com/apache/Rave,https://api.github.com/repos/apache/Rave,TRUE,TRUE,13,1
201,reef,1,https://github.com/apache/REEF,https://github.com/apache/REEF,https://api.github.com/repos/apache/REEF,TRUE,TRUE,99,4
202,river,1,https://github.com/apache/River,https://github.com/apache/river-container,https://api.github.com/repos/apache/river-container,TRUE,FALSE,4,0
203,rocketmq,1,https://github.com/apache/RocketMQ,https://github.com/apache/RocketMQ,https://api.github.com/repos/apache/RocketMQ,TRUE,TRUE,8498,14
204,roller,1,https://github.com/apache/Roller,https://github.com/apache/Roller,https://api.github.com/repos/apache/Roller,TRUE,TRUE,107,4
205,samza,1,https://github.com/apache/Samza,https://github.com/apache/Samza,https://api.github.com/repos/apache/Samza,TRUE,TRUE,293,6
206,sanselan,1,https://github.com/apache/Sanselan,https://github.com/apache/Sanselan,https://api.github.com/repos/apache/Sanselan,TRUE,FALSE,16,0
207,sentry,1,https://github.com/apache/Sentry,https://github.com/apache/Sentry,https://api.github.com/repos/apache/Sentry,TRUE,FALSE,82,0
208,servicecomb,1,https://github.com/apache/ServiceComb,https://github.com/apache/servicecomb-java-chassis,https://api.github.com/repos/apache/servicecomb-java-chassis,TRUE,TRUE,725,5
209,servicemix,1,https://github.com/apache/ServiceMix,https://github.com/apache/ServiceMix,https://api.github.com/repos/apache/ServiceMix,TRUE,FALSE,156,0
210,shindig,1,https://github.com/apache/Shindig,https://github.com/apache/Shindig,https://api.github.com/repos/apache/Shindig,TRUE,TRUE,44,2
211,shiro,1,https://github.com/apache/Shiro,https://github.com/apache/Shiro,https://api.github.com/repos/apache/Shiro,TRUE,TRUE,2094,5
212,sis,1,https://github.com/apache/SIS,https://github.com/apache/SIS,https://api.github.com/repos/apache/SIS,TRUE,FALSE,41,0
213,skywalking,1,https://github.com/apache/SkyWalking,https://github.com/apache/SkyWalking,https://api.github.com/repos/apache/SkyWalking,TRUE,TRUE,5231,23
214,sling,1,https://github.com/apache/Sling,https://github.com/apache/Sling,https://api.github.com/repos/apache/Sling,TRUE,TRUE,260,2
215,solr,1,https://github.com/apache/Solr,https://github.com/apache/Solr,https://api.github.com/repos/apache/Solr,TRUE,TRUE,171,2
216,spamassassin,1,https://github.com/apache/SpamAssassin,https://github.com/apache/SpamAssassin,https://api.github.com/repos/apache/SpamAssassin,TRUE,TRUE,56,1
217,spark,1,https://github.com/apache/Spark,https://github.com/apache/Spark,https://api.github.com/repos/apache/Spark,TRUE,TRUE,23837,150
218,sqoop,1,https://github.com/apache/Sqoop,https://github.com/apache/Sqoop,https://api.github.com/repos/apache/Sqoop,TRUE,TRUE,490,8
219,stanbol,1,https://github.com/apache/Stanbol,https://github.com/apache/Stanbol,https://api.github.com/repos/apache/Stanbol,TRUE,FALSE,74,0
220,stdcxx,1,https://github.com/apache/stdcxx,https://github.com/apache/stdcxx,https://api.github.com/repos/apache/stdcxx,TRUE,FALSE,26,0
221,storm,1,https://github.com/apache/Storm,https://github.com/apache/Storm,https://api.github.com/repos/apache/Storm,TRUE,TRUE,4020,25
222,stratos,1,https://github.com/apache/Stratos,https://github.com/apache/Stratos,https://api.github.com/repos/apache/Stratos,TRUE,FALSE,107,0
223,subversion,1,https://github.com/apache/Subversion,https://github.com/apache/Subversion,https://api.github.com/repos/apache/Subversion,TRUE,TRUE,154,1
224,synapse,1,https://github.com/apache/Synapse,https://github.com/apache/Synapse,https://api.github.com/repos/apache/Synapse,TRUE,FALSE,46,0
225,syncope,1,https://github.com/apache/Syncope,https://github.com/apache/Syncope,https://api.github.com/repos/apache/Syncope,TRUE,TRUE,133,1
226,systemml,1,https://github.com/apache/SystemML,https://github.com/apache/SystemML,https://api.github.com/repos/apache/SystemML,TRUE,TRUE,397,8
227,tajo,1,https://github.com/apache/Tajo,https://github.com/apache/Tajo,https://api.github.com/repos/apache/Tajo,TRUE,TRUE,110,2
228,tapestry,1,https://github.com/apache/Tapestry,https://github.com/apache/tapestry-5,https://api.github.com/repos/apache/tapestry-5,TRUE,FALSE,72,0
229,tez,1,https://github.com/apache/Tez,https://github.com/apache/Tez,https://api.github.com/repos/apache/Tez,TRUE,TRUE,319,2
230,thrift,1,https://github.com/apache/Thrift,https://github.com/apache/Thrift,https://api.github.com/repos/apache/Thrift,TRUE,TRUE,3550,17
231,tika,1,https://github.com/apache/Tika,https://github.com/apache/Tika,https://api.github.com/repos/apache/Tika,TRUE,TRUE,595,13
232,tinkerpop,1,https://github.com/apache/TinkerPop,https://github.com/apache/TinkerPop,https://api.github.com/repos/apache/TinkerPop,TRUE,TRUE,674,3
233,tobago,1,https://github.com/apache/Tobago,https://github.com/apache/myfaces-tobago,https://api.github.com/repos/apache/myfaces-tobago,TRUE,FALSE,19,0
234,trafficcontrol,1,https://github.com/apache/TrafficControl,https://github.com/apache/TrafficControl,https://api.github.com/repos/apache/TrafficControl,TRUE,TRUE,279,19
235,trafficserver,1,https://github.com/apache/TrafficServer,https://github.com/apache/TrafficServer,https://api.github.com/repos/apache/TrafficServer,TRUE,TRUE,672,2
236,trafodion,1,https://github.com/apache/Trafodion,https://github.com/apache/Trafodion,https://api.github.com/repos/apache/Trafodion,TRUE,TRUE,159,5
237,trinidad,1,https://github.com/apache/Trinidad,https://github.com/apache/myfaces-trinidad,https://api.github.com/repos/apache/myfaces-trinidad,TRUE,FALSE,9,0
238,tuscany,1,https://github.com/apache/Tuscany,https://github.com/apache/tuscany-sdo,https://api.github.com/repos/apache/tuscany-sdo,TRUE,FALSE,11,0
239,twill,1,https://github.com/apache/Twill,https://github.com/apache/Twill,https://api.github.com/repos/apache/Twill,TRUE,TRUE,66,1
240,uima,1,https://github.com/apache/UIMA,https://github.com/apache/uima-uimaj,https://api.github.com/repos/apache/uima-uimaj,TRUE,FALSE,38,0
241,unomi,1,https://github.com/apache/Unomi,https://github.com/apache/Unomi,https://api.github.com/repos/apache/Unomi,TRUE,TRUE,87,4
242,usergrid,1,https://github.com/apache/Usergrid,https://github.com/apache/Usergrid,https://api.github.com/repos/apache/Usergrid,TRUE,TRUE,372,3
243,vcl,1,https://github.com/apache/VCL,https://github.com/apache/VCL,https://api.github.com/repos/apache/VCL,TRUE,FALSE,17,0
244,vxquery,1,https://github.com/apache/VXQuery,https://github.com/apache/VXQuery,https://api.github.com/repos/apache/VXQuery,TRUE,FALSE,31,0
245,webwork2,1,https://github.com/openwebwork/webwork2,https://github.com/openwebwork/webwork2,https://api.github.com/repos/openwebwork/webwork2,TRUE,TRUE,126,15
246,whirr,1,https://github.com/apache/Whirr,https://github.com/apache/Whirr,https://api.github.com/repos/apache/Whirr,TRUE,FALSE,56,0
247,wicket,1,https://github.com/apache/Wicket,https://github.com/apache/Wicket,https://api.github.com/repos/apache/Wicket,TRUE,TRUE,347,1
248,wink,1,https://github.com/apache/Wink,https://github.com/apache/Wink,https://api.github.com/repos/apache/Wink,TRUE,FALSE,22,0
249,woden,1,https://github.com/apache/Woden,https://github.com/wso2/wso2-axis2,https://api.github.com/repos/wso2/wso2-axis2,TRUE,TRUE,175,1
250,xmlbeans,1,https://github.com/apache/XMLBeans,https://github.com/apache/XMLBeans,https://api.github.com/repos/apache/XMLBeans,TRUE,FALSE,40,0
251,zeppelin,1,https://github.com/apache/Zeppelin,https://github.com/apache/Zeppelin,https://api.github.com/repos/apache/Zeppelin,TRUE,TRUE,2426,26
252,agila,2,https://github.com/apache/Agila,https://github.com/agilasverige/agilasverige_site,https://api.github.com/repos/agilasverige/agilasverige_site,TRUE,FALSE,1,0
253,alois,2,https://github.com/apache/Alois,https://github.com/logintas/alois,https://api.github.com/repos/logintas/alois,TRUE,FALSE,1,0
255,ariatosca,2,https://github.com/apache/AriaTosca,https://github.com/apache/incubator-ariatosca,https://api.github.com/repos/apache/incubator-ariatosca,TRUE,TRUE,46,1
257,axion,2,https://github.com/apache/Axion,https://github.com/apache/ws-axiom,https://api.github.com/repos/apache/ws-axiom,TRUE,FALSE,8,0
259,blur,2,https://github.com/apache/Blur,https://github.com/apache/incubator-retired-blur,https://api.github.com/repos/apache/incubator-retired-blur,TRUE,FALSE,32,0
261,composer,2,https://github.com/apache/Composer,https://github.com/apache/openwhisk-composer,https://api.github.com/repos/apache/openwhisk-composer,TRUE,FALSE,19,0
262,concerted,2,https://github.com/apache/Concerted,https://github.com/apache/incubator-retired-concerted,https://api.github.com/repos/apache/incubator-retired-concerted,TRUE,FALSE,6,0
263,corinthia,2,https://github.com/apache/Corinthia,https://github.com/apache/incubator-retired-corinthia,https://api.github.com/repos/apache/incubator-retired-corinthia,TRUE,FALSE,6,0
264,cotton,2,https://github.com/apache/Cotton,https://github.com/apache/incubator-retired-cotton,https://api.github.com/repos/apache/incubator-retired-cotton,TRUE,FALSE,22,0
266,droids,2,https://github.com/apache/Droids,https://github.com/trickl/trickl-crawler,https://api.github.com/repos/trickl/trickl-crawler,TRUE,FALSE,0,0
267,gearpump,2,https://github.com/apache/Gearpump,https://github.com/gearpump/gearpump,https://api.github.com/repos/gearpump/gearpump,TRUE,TRUE,155,4
268,gossip,2,https://github.com/apache/Gossip,https://github.com/apache/incubator-retired-gossip,https://api.github.com/repos/apache/incubator-retired-gossip,TRUE,TRUE,107,2
270,hdt,2,https://github.com/apache/incubator-retired-hdt,https://github.com/apache/incubator-retired-hdt,https://api.github.com/repos/apache/incubator-retired-hdt,TRUE,FALSE,9,0
273,horn,2,https://github.com/apache/HORN,https://github.com/apache/incubator-retired-horn,https://api.github.com/repos/apache/incubator-retired-horn,TRUE,FALSE,17,0
274,htrace,2,https://github.com/apache/incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace,https://api.github.com/repos/apache/incubator-retired-htrace,TRUE,TRUE,67,1
276,iota,2,https://github.com/apache/iota,https://github.com/apache/incubator-retired-iota,https://api.github.com/repos/apache/incubator-retired-iota,TRUE,FALSE,32,0
279,kalumet,2,https://github.com/apache/Kalumet,https://github.com/apache/Kalumet,https://api.github.com/repos/apache/Kalumet,TRUE,FALSE,6,0
284,mrql,2,https://github.com/apache/MRQL,https://github.com/apache/incubator-retired-mrql,https://api.github.com/repos/apache/incubator-retired-mrql,TRUE,FALSE,15,0
285,nmaven,2,https://github.com/apache/NMaven,https://github.com/apache/maven,https://api.github.com/repos/apache/maven,TRUE,TRUE,2017,9
286,npanday,2,https://github.com/apache/NPanday,https://github.com/apache/NPanday,https://api.github.com/repos/apache/NPanday,TRUE,TRUE,14,1
287,odf,2,https://github.com/apache/ODFToolkit,https://github.com/apache/ODFToolkit,https://api.github.com/repos/apache/ODFToolkit,TRUE,FALSE,28,0
289,openaz,2,https://github.com/apache/OpenAz,https://github.com/apache/incubator-retired-openaz,https://api.github.com/repos/apache/incubator-retired-openaz,TRUE,FALSE,25,0
290,photark,2,https://github.com/apache/PhotArk,https://github.com/apache/PhotArk,https://api.github.com/repos/apache/PhotArk,TRUE,FALSE,6,0
291,pirk,2,https://github.com/apache/Pirk,https://github.com/apache/incubator-retired-pirk,https://api.github.com/repos/apache/incubator-retired-pirk,TRUE,TRUE,25,1
292,provisionr,2,https://github.com/apache/Provisionr,https://github.com/apache/incubator-retired-provisionr,https://api.github.com/repos/apache/incubator-retired-provisionr,TRUE,FALSE,8,0
293,quickstep,2,https://github.com/apache/Quickstep,https://github.com/apache/incubator-retired-quickstep,https://api.github.com/repos/apache/incubator-retired-quickstep,TRUE,FALSE,57,0
295,ripple,2,https://github.com/apache/Ripple,https://github.com/apache/incubator-retired-ripple,https://api.github.com/repos/apache/incubator-retired-ripple,TRUE,TRUE,56,1
296,s4,2,https://github.com/apache/S4,https://github.com/apache/incubator-retired-s4,https://api.github.com/repos/apache/incubator-retired-s4,TRUE,FALSE,17,0
297,sirona,2,https://github.com/apache/Sirona,https://github.com/apache/Sirona,https://api.github.com/repos/apache/Sirona,TRUE,FALSE,49,0
298,slider,2,https://github.com/apache/Slider,https://github.com/apache/incubator-retired-slider,https://api.github.com/repos/apache/incubator-retired-slider,TRUE,FALSE,73,0
301,tashi,2,https://github.com/apache/Tashi,https://github.com/apache/Tashi,https://api.github.com/repos/apache/Tashi,TRUE,FALSE,9,0
305,wave,2,https://github.com/apache/Wave,https://github.com/apache/incubator-retired-wave,https://api.github.com/repos/apache/incubator-retired-wave,TRUE,FALSE,79,0
307,xap,2,https://github.com/apache/XAP,https://github.com/xap/xap,https://api.github.com/repos/xap/xap,TRUE,TRUE,36,1
309,yoko,2,https://github.com/apache/Yoko,https://github.com/apache/geronimo-yoko,https://api.github.com/repos/apache/geronimo-yoko,TRUE,TRUE,7,1
310,zeta,2,https://github.com/apache/ZetaComponents,https://github.com/apache/ZetaComponents,https://api.github.com/repos/apache/ZetaComponents,TRUE,FALSE,15,0
311,zipkin,2,https://github.com/apache/Zipkin,https://github.com/apache/Zipkin,https://api.github.com/repos/apache/Zipkin,TRUE,TRUE,2799,3
